#    L    TT             EE             BB             TE             PP             TP             EP          
   230   0.570855E+04   0.115773E+01   0.000000E+00   0.298185E+02   0.497290E-07   0.114178E-03   0.282340E-07
   231   0.570234E+04   0.119797E+01   0.000000E+00   0.315060E+02   0.495028E-07   0.113252E-03   0.426971E-07
   232   0.569552E+04   0.124009E+01   0.000000E+00   0.331977E+02   0.492783E-07   0.112333E-03   0.571443E-07
   233   0.568808E+04   0.128411E+01   0.000000E+00   0.348929E+02   0.490556E-07   0.111421E-03   0.715724E-07
   234   0.568003E+04   0.133008E+01   0.000000E+00   0.365908E+02   0.488344E-07   0.110516E-03   0.859785E-07
   235   0.567138E+04   0.137800E+01   0.000000E+00   0.382909E+02   0.486149E-07   0.109617E-03   0.100359E-06
   236   0.566211E+04   0.142791E+01   0.000000E+00   0.399923E+02   0.483970E-07   0.108726E-03   0.114712E-06
   237   0.565224E+04   0.147982E+01   0.000000E+00   0.416943E+02   0.481807E-07   0.107840E-03   0.129033E-06
   238   0.564178E+04   0.153376E+01   0.000000E+00   0.433962E+02   0.479660E-07   0.106961E-03   0.143319E-06
   239   0.563072E+04   0.158974E+01   0.000000E+00   0.450972E+02   0.477528E-07   0.106089E-03   0.157568E-06
   240   0.561906E+04   0.164781E+01   0.000000E+00   0.467966E+02   0.475412E-07   0.105223E-03   0.171776E-06
   241   0.560681E+04   0.170797E+01   0.000000E+00   0.484937E+02   0.473311E-07   0.104364E-03   0.185940E-06
   242   0.559399E+04   0.177023E+01   0.000000E+00   0.501876E+02   0.471225E-07   0.103511E-03   0.200057E-06
   243   0.558058E+04   0.183463E+01   0.000000E+00   0.518777E+02   0.469154E-07   0.102664E-03   0.214124E-06
   244   0.556659E+04   0.190118E+01   0.000000E+00   0.535634E+02   0.467098E-07   0.101823E-03   0.228138E-06
   245   0.555204E+04   0.196990E+01   0.000000E+00   0.552437E+02   0.465056E-07   0.100989E-03   0.242095E-06
   246   0.553693E+04   0.204078E+01   0.000000E+00   0.569181E+02   0.463029E-07   0.100161E-03   0.255993E-06
   247   0.552125E+04   0.211386E+01   0.000000E+00   0.585858E+02   0.461016E-07   0.993386E-04   0.269829E-06
   248   0.550503E+04   0.218916E+01   0.000000E+00   0.602460E+02   0.459016E-07   0.985225E-04   0.283598E-06
   249   0.548826E+04   0.226667E+01   0.000000E+00   0.618981E+02   0.457031E-07   0.977124E-04   0.297299E-06
   250   0.547096E+04   0.234643E+01   0.000000E+00   0.635412E+02   0.455059E-07   0.969082E-04   0.310928E-06
   251   0.545311E+04   0.242841E+01   0.000000E+00   0.651746E+02   0.453101E-07   0.961100E-04   0.324483E-06
   252   0.543473E+04   0.251265E+01   0.000000E+00   0.667974E+02   0.451156E-07   0.953176E-04   0.337963E-06
   253   0.541581E+04   0.259913E+01   0.000000E+00   0.684090E+02   0.449224E-07   0.945309E-04   0.351369E-06
   254   0.539637E+04   0.268788E+01   0.000000E+00   0.700084E+02   0.447305E-07   0.937501E-04   0.364701E-06
   255   0.537639E+04   0.277889E+01   0.000000E+00   0.715949E+02   0.445400E-07   0.929749E-04   0.377960E-06
   256   0.535589E+04   0.287218E+01   0.000000E+00   0.731677E+02   0.443507E-07   0.922054E-04   0.391146E-06
   257   0.533488E+04   0.296773E+01   0.000000E+00   0.747263E+02   0.441627E-07   0.914414E-04   0.404260E-06
   258   0.531337E+04   0.306555E+01   0.000000E+00   0.762696E+02   0.439760E-07   0.906831E-04   0.417302E-06
   259   0.529137E+04   0.316566E+01   0.000000E+00   0.777980E+02   0.437905E-07   0.899302E-04   0.430272E-06
   260   0.526891E+04   0.326803E+01   0.000000E+00   0.793093E+02   0.436063E-07   0.891828E-04   0.443172E-06
   261   0.524597E+04   0.337268E+01   0.000000E+00   0.808043E+02   0.434233E-07   0.884408E-04   0.456000E-06
   262   0.522259E+04   0.347960E+01   0.000000E+00   0.822814E+02   0.432416E-07   0.877042E-04   0.468759E-06
   263   0.519876E+04   0.358880E+01   0.000000E+00   0.837407E+02   0.430611E-07   0.869729E-04   0.481448E-06
   264   0.517451E+04   0.370026E+01   0.000000E+00   0.851807E+02   0.428818E-07   0.862469E-04   0.494067E-06
   265   0.514983E+04   0.381397E+01   0.000000E+00   0.866022E+02   0.427036E-07   0.855261E-04   0.506618E-06
   266   0.512472E+04   0.392992E+01   0.000000E+00   0.880028E+02   0.425267E-07   0.848105E-04   0.519101E-06
   267   0.509920E+04   0.404810E+01   0.000000E+00   0.893819E+02   0.423510E-07   0.841000E-04   0.531515E-06
   268   0.507327E+04   0.416851E+01   0.000000E+00   0.907402E+02   0.421764E-07   0.833946E-04   0.543862E-06
   269   0.504694E+04   0.429113E+01   0.000000E+00   0.920754E+02   0.420030E-07   0.826942E-04   0.556142E-06
   270   0.502020E+04   0.441594E+01   0.000000E+00   0.933884E+02   0.418307E-07   0.819988E-04   0.568355E-06
   271   0.499309E+04   0.454293E+01   0.000000E+00   0.946769E+02   0.416595E-07   0.813083E-04   0.580502E-06
   272   0.496558E+04   0.467209E+01   0.000000E+00   0.959416E+02   0.414895E-07   0.806227E-04   0.592583E-06
   273   0.493772E+04   0.480338E+01   0.000000E+00   0.971811E+02   0.413206E-07   0.799420E-04   0.604599E-06
   274   0.490950E+04   0.493681E+01   0.000000E+00   0.983960E+02   0.411528E-07   0.792661E-04   0.616550E-06
   275   0.488093E+04   0.507234E+01   0.000000E+00   0.995843E+02   0.409861E-07   0.785949E-04   0.628436E-06
   276   0.485203E+04   0.520995E+01   0.000000E+00   0.100746E+03   0.408205E-07   0.779284E-04   0.640259E-06
   277   0.482280E+04   0.534963E+01   0.000000E+00   0.101881E+03   0.406560E-07   0.772665E-04   0.652017E-06
   278   0.479325E+04   0.549136E+01   0.000000E+00   0.102988E+03   0.404925E-07   0.766093E-04   0.663713E-06
   279   0.476340E+04   0.563508E+01   0.000000E+00   0.104067E+03   0.403301E-07   0.759566E-04   0.675346E-06
   280   0.473326E+04   0.578079E+01   0.000000E+00   0.105117E+03   0.401687E-07   0.753084E-04   0.686917E-06
   281   0.470283E+04   0.592845E+01   0.000000E+00   0.106138E+03   0.400083E-07   0.746647E-04   0.698426E-06
   282   0.467212E+04   0.607804E+01   0.000000E+00   0.107129E+03   0.398490E-07   0.740254E-04   0.709873E-06
   283   0.464116E+04   0.622951E+01   0.000000E+00   0.108090E+03   0.396907E-07   0.733905E-04   0.721260E-06
   284   0.460993E+04   0.638285E+01   0.000000E+00   0.109020E+03   0.395334E-07   0.727599E-04   0.732585E-06
   285   0.457846E+04   0.653802E+01   0.000000E+00   0.109919E+03   0.393770E-07   0.721336E-04   0.743851E-06
   286   0.454675E+04   0.669498E+01   0.000000E+00   0.110786E+03   0.392217E-07   0.715114E-04   0.755057E-06
   287   0.451483E+04   0.685369E+01   0.000000E+00   0.111622E+03   0.390673E-07   0.708935E-04   0.766204E-06
   288   0.448269E+04   0.701413E+01   0.000000E+00   0.112424E+03   0.389139E-07   0.702797E-04   0.777293E-06
   289   0.445035E+04   0.717624E+01   0.000000E+00   0.113194E+03   0.387615E-07   0.696700E-04   0.788322E-06
   290   0.441781E+04   0.733999E+01   0.000000E+00   0.113930E+03   0.386100E-07   0.690643E-04   0.799294E-06
   291   0.438510E+04   0.750537E+01   0.000000E+00   0.114633E+03   0.384594E-07   0.684626E-04   0.810209E-06
   292   0.435222E+04   0.767223E+01   0.000000E+00   0.115301E+03   0.383097E-07   0.678648E-04   0.821066E-06
   293   0.431916E+04   0.784064E+01   0.000000E+00   0.115935E+03   0.381610E-07   0.672710E-04   0.831867E-06
   294   0.428597E+04   0.801055E+01   0.000000E+00   0.116534E+03   0.380131E-07   0.666810E-04   0.842611E-06
   295   0.425262E+04   0.818179E+01   0.000000E+00   0.117098E+03   0.378661E-07   0.660947E-04   0.853300E-06
   296   0.421914E+04   0.835444E+01   0.000000E+00   0.117626E+03   0.377200E-07   0.655123E-04   0.863934E-06
   297   0.418552E+04   0.852836E+01   0.000000E+00   0.118117E+03   0.375748E-07   0.649335E-04   0.874512E-06
   298   0.415180E+04   0.870353E+01   0.000000E+00   0.118572E+03   0.374305E-07   0.643584E-04   0.885036E-06
   299   0.411797E+04   0.887990E+01   0.000000E+00   0.118990E+03   0.372870E-07   0.637869E-04   0.895507E-06
   300   0.408405E+04   0.905738E+01   0.000000E+00   0.119371E+03   0.371443E-07   0.632190E-04   0.905923E-06
   301   0.405004E+04   0.923605E+01   0.000000E+00   0.119715E+03   0.370024E-07   0.626546E-04   0.916286E-06
   302   0.401597E+04   0.941568E+01   0.000000E+00   0.120022E+03   0.368614E-07   0.620937E-04   0.926590E-06
   303   0.398184E+04   0.959635E+01   0.000000E+00   0.120292E+03   0.367212E-07   0.615363E-04   0.936833E-06
   304   0.394767E+04   0.977799E+01   0.000000E+00   0.120524E+03   0.365818E-07   0.609825E-04   0.947007E-06
   305   0.391346E+04   0.996052E+01   0.000000E+00   0.120719E+03   0.364432E-07   0.604323E-04   0.957110E-06
   306   0.387923E+04   0.101439E+02   0.000000E+00   0.120876E+03   0.363054E-07   0.598856E-04   0.967136E-06
   307   0.384499E+04   0.103281E+02   0.000000E+00   0.120995E+03   0.361684E-07   0.593425E-04   0.977080E-06
   308   0.381075E+04   0.105130E+02   0.000000E+00   0.121076E+03   0.360322E-07   0.588030E-04   0.986939E-06
   309   0.377652E+04   0.106986E+02   0.000000E+00   0.121119E+03   0.358968E-07   0.582671E-04   0.996706E-06
   310   0.374229E+04   0.108847E+02   0.000000E+00   0.121125E+03   0.357621E-07   0.577348E-04   0.100638E-05
   311   0.370811E+04   0.110714E+02   0.000000E+00   0.121091E+03   0.356282E-07   0.572061E-04   0.101595E-05
   312   0.367395E+04   0.112585E+02   0.000000E+00   0.121019E+03   0.354951E-07   0.566811E-04   0.102541E-05
   313   0.363985E+04   0.114461E+02   0.000000E+00   0.120909E+03   0.353627E-07   0.561597E-04   0.103477E-05
   314   0.360580E+04   0.116340E+02   0.000000E+00   0.120760E+03   0.352311E-07   0.556419E-04   0.104401E-05
   315   0.357182E+04   0.118220E+02   0.000000E+00   0.120572E+03   0.351002E-07   0.551279E-04   0.105313E-05
   316   0.353792E+04   0.120104E+02   0.000000E+00   0.120346E+03   0.349701E-07   0.546175E-04   0.106213E-05
   317   0.350411E+04   0.121989E+02   0.000000E+00   0.120081E+03   0.348407E-07   0.541107E-04   0.107100E-05
   318   0.347040E+04   0.123875E+02   0.000000E+00   0.119779E+03   0.347120E-07   0.536077E-04   0.107974E-05
   319   0.343679E+04   0.125760E+02   0.000000E+00   0.119437E+03   0.345841E-07   0.531084E-04   0.108833E-05
   320   0.340330E+04   0.127645E+02   0.000000E+00   0.119058E+03   0.344569E-07   0.526128E-04   0.109679E-05
   321   0.336995E+04   0.129529E+02   0.000000E+00   0.118641E+03   0.343303E-07   0.521209E-04   0.110509E-05
   322   0.333672E+04   0.131411E+02   0.000000E+00   0.118185E+03   0.342045E-07   0.516328E-04   0.111325E-05
   323   0.330365E+04   0.133290E+02   0.000000E+00   0.117691E+03   0.340794E-07   0.511484E-04   0.112124E-05
   324   0.327073E+04   0.135165E+02   0.000000E+00   0.117160E+03   0.339550E-07   0.506678E-04   0.112908E-05
   325   0.323799E+04   0.137036E+02   0.000000E+00   0.116591E+03   0.338313E-07   0.501909E-04   0.113675E-05
   326   0.320541E+04   0.138903E+02   0.000000E+00   0.115985E+03   0.337082E-07   0.497178E-04   0.114425E-05
   327   0.317301E+04   0.140764E+02   0.000000E+00   0.115342E+03   0.335858E-07   0.492485E-04   0.115157E-05
   328   0.314082E+04   0.142618E+02   0.000000E+00   0.114661E+03   0.334641E-07   0.487831E-04   0.115871E-05
   329   0.310882E+04   0.144465E+02   0.000000E+00   0.113944E+03   0.333431E-07   0.483214E-04   0.116566E-05
   330   0.307703E+04   0.146305E+02   0.000000E+00   0.113190E+03   0.332227E-07   0.478635E-04   0.117243E-05
   331   0.304547E+04   0.148136E+02   0.000000E+00   0.112400E+03   0.331030E-07   0.474095E-04   0.117899E-05
   332   0.301413E+04   0.149958E+02   0.000000E+00   0.111573E+03   0.329839E-07   0.469594E-04   0.118536E-05
   333   0.298302E+04   0.151770E+02   0.000000E+00   0.110711E+03   0.328655E-07   0.465131E-04   0.119153E-05
   334   0.295216E+04   0.153571E+02   0.000000E+00   0.109814E+03   0.327477E-07   0.460706E-04   0.119749E-05
   335   0.292156E+04   0.155361E+02   0.000000E+00   0.108882E+03   0.326305E-07   0.456321E-04   0.120323E-05
   336   0.289121E+04   0.157139E+02   0.000000E+00   0.107915E+03   0.325139E-07   0.451974E-04   0.120875E-05
   337   0.286114E+04   0.158904E+02   0.000000E+00   0.106914E+03   0.323980E-07   0.447666E-04   0.121405E-05
   338   0.283134E+04   0.160655E+02   0.000000E+00   0.105879E+03   0.322827E-07   0.443397E-04   0.121912E-05
   339   0.280183E+04   0.162393E+02   0.000000E+00   0.104812E+03   0.321680E-07   0.439168E-04   0.122396E-05
   340   0.277261E+04   0.164116E+02   0.000000E+00   0.103712E+03   0.320539E-07   0.434978E-04   0.122856E-05
   341   0.274370E+04   0.165823E+02   0.000000E+00   0.102579E+03   0.319404E-07   0.430827E-04   0.123292E-05
   342   0.271508E+04   0.167514E+02   0.000000E+00   0.101413E+03   0.318274E-07   0.426716E-04   0.123704E-05
   343   0.268678E+04   0.169188E+02   0.000000E+00   0.100216E+03   0.317151E-07   0.422644E-04   0.124090E-05
   344   0.265879E+04   0.170843E+02   0.000000E+00   0.989871E+02   0.316033E-07   0.418612E-04   0.124450E-05
   345   0.263112E+04   0.172479E+02   0.000000E+00   0.977269E+02   0.314921E-07   0.414620E-04   0.124785E-05
   346   0.260378E+04   0.174096E+02   0.000000E+00   0.964356E+02   0.313815E-07   0.410668E-04   0.125092E-05
   347   0.257676E+04   0.175692E+02   0.000000E+00   0.951137E+02   0.312714E-07   0.406756E-04   0.125373E-05
   348   0.255008E+04   0.177266E+02   0.000000E+00   0.937613E+02   0.311619E-07   0.402884E-04   0.125626E-05
   349   0.252375E+04   0.178819E+02   0.000000E+00   0.923807E+02   0.310529E-07   0.399053E-04   0.125851E-05
   350   0.249776E+04   0.180350E+02   0.000000E+00   0.909710E+02   0.309445E-07   0.395262E-04   0.126048E-05
   351   0.247214E+04   0.181859E+02   0.000000E+00   0.895338E+02   0.308366E-07   0.391511E-04   0.126216E-05
   352   0.244689E+04   0.183345E+02   0.000000E+00   0.880699E+02   0.307293E-07   0.387799E-04   0.126357E-05
   353   0.242201E+04   0.184807E+02   0.000000E+00   0.865791E+02   0.306225E-07   0.384126E-04   0.126472E-05
   354   0.239751E+04   0.186245E+02   0.000000E+00   0.850638E+02   0.305162E-07   0.380491E-04   0.126562E-05
   355   0.237340E+04   0.187658E+02   0.000000E+00   0.835232E+02   0.304104E-07   0.376892E-04   0.126629E-05
   356   0.234968E+04   0.189045E+02   0.000000E+00   0.819580E+02   0.303052E-07   0.373328E-04   0.126676E-05
   357   0.232635E+04   0.190407E+02   0.000000E+00   0.803691E+02   0.302004E-07   0.369799E-04   0.126702E-05
   358   0.230342E+04   0.191742E+02   0.000000E+00   0.787570E+02   0.300962E-07   0.366303E-04   0.126710E-05
   359   0.228089E+04   0.193048E+02   0.000000E+00   0.771220E+02   0.299925E-07   0.362840E-04   0.126701E-05
   360   0.225877E+04   0.194327E+02   0.000000E+00   0.754653E+02   0.298893E-07   0.359408E-04   0.126677E-05
   361   0.223705E+04   0.195576E+02   0.000000E+00   0.737861E+02   0.297866E-07   0.356006E-04   0.126639E-05
   362   0.221574E+04   0.196796E+02   0.000000E+00   0.720861E+02   0.296845E-07   0.352634E-04   0.126589E-05
   363   0.219485E+04   0.197985E+02   0.000000E+00   0.703659E+02   0.295828E-07   0.349290E-04   0.126528E-05
   364   0.217437E+04   0.199143E+02   0.000000E+00   0.686263E+02   0.294816E-07   0.345973E-04   0.126457E-05
   365   0.215433E+04   0.200271E+02   0.000000E+00   0.668680E+02   0.293809E-07   0.342683E-04   0.126380E-05
   366   0.213470E+04   0.201367E+02   0.000000E+00   0.650919E+02   0.292807E-07   0.339418E-04   0.126295E-05
   367   0.211551E+04   0.202430E+02   0.000000E+00   0.632986E+02   0.291809E-07   0.336177E-04   0.126207E-05
   368   0.209675E+04   0.203460E+02   0.000000E+00   0.614890E+02   0.290817E-07   0.332960E-04   0.126115E-05
   369   0.207841E+04   0.204459E+02   0.000000E+00   0.596639E+02   0.289830E-07   0.329764E-04   0.126021E-05
   370   0.206053E+04   0.205422E+02   0.000000E+00   0.578239E+02   0.288847E-07   0.326591E-04   0.125927E-05
   371   0.204307E+04   0.206353E+02   0.000000E+00   0.559700E+02   0.287869E-07   0.323437E-04   0.125835E-05
   372   0.202606E+04   0.207248E+02   0.000000E+00   0.541027E+02   0.286895E-07   0.320302E-04   0.125746E-05
   373   0.200949E+04   0.208108E+02   0.000000E+00   0.522230E+02   0.285927E-07   0.317186E-04   0.125661E-05
   374   0.199336E+04   0.208934E+02   0.000000E+00   0.503317E+02   0.284962E-07   0.314087E-04   0.125582E-05
   375   0.197767E+04   0.209724E+02   0.000000E+00   0.484293E+02   0.284003E-07   0.311004E-04   0.125510E-05
   376   0.196243E+04   0.210478E+02   0.000000E+00   0.465167E+02   0.283048E-07   0.307937E-04   0.125447E-05
   377   0.194763E+04   0.211195E+02   0.000000E+00   0.445946E+02   0.282098E-07   0.304883E-04   0.125395E-05
   378   0.193328E+04   0.211876E+02   0.000000E+00   0.426637E+02   0.281152E-07   0.301843E-04   0.125355E-05
   379   0.191938E+04   0.212518E+02   0.000000E+00   0.407250E+02   0.280211E-07   0.298815E-04   0.125328E-05
   380   0.190594E+04   0.213122E+02   0.000000E+00   0.387790E+02   0.279274E-07   0.295798E-04   0.125316E-05
   381   0.189294E+04   0.213689E+02   0.000000E+00   0.368265E+02   0.278341E-07   0.292791E-04   0.125321E-05
   382   0.188039E+04   0.214215E+02   0.000000E+00   0.348683E+02   0.277413E-07   0.289793E-04   0.125344E-05
   383   0.186829E+04   0.214704E+02   0.000000E+00   0.329053E+02   0.276490E-07   0.286804E-04   0.125387E-05
   384   0.185665E+04   0.215153E+02   0.000000E+00   0.309383E+02   0.275570E-07   0.283821E-04   0.125450E-05
   385   0.184544E+04   0.215563E+02   0.000000E+00   0.289680E+02   0.274655E-07   0.280845E-04   0.125536E-05
   386   0.183469E+04   0.215934E+02   0.000000E+00   0.269955E+02   0.273745E-07   0.277873E-04   0.125646E-05
   387   0.182439E+04   0.216265E+02   0.000000E+00   0.250214E+02   0.272838E-07   0.274906E-04   0.125782E-05
   388   0.181454E+04   0.216558E+02   0.000000E+00   0.230467E+02   0.271936E-07   0.271942E-04   0.125945E-05
   389   0.180512E+04   0.216812E+02   0.000000E+00   0.210722E+02   0.271037E-07   0.268979E-04   0.126137E-05
   390   0.179616E+04   0.217026E+02   0.000000E+00   0.190987E+02   0.270143E-07   0.266018E-04   0.126359E-05
   391   0.178763E+04   0.217201E+02   0.000000E+00   0.171270E+02   0.269253E-07   0.263057E-04   0.126612E-05
   392   0.177954E+04   0.217336E+02   0.000000E+00   0.151580E+02   0.268368E-07   0.260095E-04   0.126899E-05
   393   0.177190E+04   0.217431E+02   0.000000E+00   0.131923E+02   0.267486E-07   0.257131E-04   0.127221E-05
   394   0.176469E+04   0.217487E+02   0.000000E+00   0.112308E+02   0.266608E-07   0.254164E-04   0.127578E-05
   395   0.175790E+04   0.217501E+02   0.000000E+00   0.927434E+01   0.265734E-07   0.251192E-04   0.127974E-05
   396   0.175155E+04   0.217476E+02   0.000000E+00   0.732363E+01   0.264864E-07   0.248216E-04   0.128408E-05
   397   0.174562E+04   0.217410E+02   0.000000E+00   0.537950E+01   0.263998E-07   0.245234E-04   0.128884E-05
   398   0.174012E+04   0.217304E+02   0.000000E+00   0.344268E+01   0.263136E-07   0.242245E-04   0.129401E-05
   399   0.173505E+04   0.217157E+02   0.000000E+00   0.151398E+01   0.262278E-07   0.239247E-04   0.129963E-05
   400   0.173040E+04   0.216971E+02   0.000000E+00  -0.405829E+00   0.261424E-07   0.236241E-04   0.130570E-05
   401   0.172617E+04   0.216744E+02   0.000000E+00  -0.231599E+01   0.260573E-07   0.233225E-04   0.131223E-05
   402   0.172236E+04   0.216476E+02   0.000000E+00  -0.421573E+01   0.259726E-07   0.230200E-04   0.131920E-05
   403   0.171897E+04   0.216170E+02   0.000000E+00  -0.610428E+01   0.258883E-07   0.227167E-04   0.132659E-05
